Plot,Q1,Q2,Q3,Q4,Q5,Genre
The film is about a school drop out whose pursuit for amazing scientific inventions lands him in trouble.,0,1,0,0,1,comedy
"As part of a public relations and marketing strategy to compare the empathy of Big Tobacco to the nobility of the Nobel Peace Prize, advertising executive Merwin Wren (Bob Newhart) convinces the Valiant Tobacco Company to propose a challenge: a tax-free check for $25,000,000 (equal to $166,833,031 today) to any city or town in America that can stop smoking, or go cold turkey, for thirty days.
According to Wren, the offer will generate Valiant worldwide free publicity and praise as a humanitarian gesture, but no town in America would ever be able to claim the prize, with cigarette smoking being too addictive to stop.
The Reverend Clayton Brooks (Dick Van Dyke), a kindly but fearsome minister of the Eagle Rock Community Church, takes up the challenge as a spiritual call. He urges the economically depressed fictional community of Eagle Rock (population 4,006), Iowa, to go for the prize.
The town council has been trying to woo back the military ever since it closed a base a few years back, hoping its return would help the local cash flow. Families have been moving out almost on a monthly basis and the town center is almost deserted.
Reverend Brooks recruits every smoker in the town to sign up. Needled for not smoking himself (he used to, but had quit), he begins smoking to find solidarity with his ""flock.""
As the deadline to start the thirty-day clock approaches, only a very few of the town's residents haven't signed the no smoking pledge. One of them is alcoholic Edgar Stopworth (Tom Poston), who Reverend Brooks decides to pay a house call on, to convince him to take the pledge. But Edgar knows himself pretty well and in desperation tells the Reverend ""My drinking is directly connected to my smoking. Now, when I say ""directly"", I mean there's a thing – a physical thing – that is directly connected from my liquor buds to the smoke pouch in my lungs. If you want me to quit smoking, you would have to cut – I mean, you'd have to physically cut that thing! And when you do, my head's gonna fall off! Do you understand, reverman? The booze bone's connected to the smoke bone. And the smoke bone's connected to the head bone. and that's the word of the lord!"" The Reverend looks defeated but comes up with the idea of Edgar leaving town for a thirty-day vacation, which Edgar immediately departs on. Problem solved.
At midnight, the challenge begins. For the next thirty days, no smoking is permitted, with Eagle Rock being the only city in America that got all of its smokers to pledge.
One of the film's recurring gags is that once the no smoking ban begins, Reverend Brooks himself gets extremely frustrated with not being able to smoke. So frustrated in fact he decides to take out his frustration by having frequent sex with his wife Natalie. At one point she barely gets finished making the bed and straightening up from the preceding episode before the Reverend is back home again for more.
The tobacco company sends Merwin to report the progress of the townspeople's commitment. The company needs just one person to fail. Among the weakest: the elderly Doctor Proctor (Barnard Hughes), who must always have a cigarette before surgery, and the anxiety-ridden wife of the mayor, Mrs. Wappler (Jean Stapleton), who counts the small gherkin pickles she eats as the hours pass. However, a group of 29 non-smoking residents, all members of the ultra-conservative Christopher Mott Society (based on the John Birch Society) have been asked by Brooks to police all traffic entering Eagle Rock to ensure no tobacco products enter. Another running gag ensues when elderly Odie Turman (Judith Lowry) keeps needling leader Amos Bush (Graham Jarvis) about his pistol, which she later steals.
Eventually, the attention of the nation's leading newscasters at the time (all played by the comedy duo Bob and Ray), turns the small community's efforts into a matter of highly publicized failure or success. Soon the community is invaded by buxom ""massage therapists,"" beer vendors, souvenir shops and more. Rev. Brooks appears on a Time magazine cover, which leads him to another epiphany: if he can save the town, he will be a hero.
Merwin is told by Valiant's board members to undermine the town's efforts at all costs, doing whatever he can to get someone to smoke before the thirty days are up, which includes speeding up the large clock in the town center prior to the end of the 30 day deadline, in the hopes that people will be tricked into starting to smoke again before they are allowed to.
Ultimately Eagle Rock succeeds and wins the $25 million prize. To cash in on the publicity, The President Of The United States (as seen from the side and back, then President Richard M. Nixon) arrives in a motorcade and makes an announcement that Eagle Rock will be the home of the new missile plant. As the film ends, it shows the huge smokestacks of the new plant spewing volumes of black smoke into the air around Eagle Rock.",1,0,0,1,0,comedy
"CBS cameraman Harry Hinkle (Jack Lemmon) gets injured when football player Luther ""Boom Boom"" Jackson (Ron Rich) of the Cleveland Browns runs into him while he is running a hand-held sideline camera during a home game at Municipal Stadium. Harry's injuries are minor, but his conniving lawyer brother-in-law William H. ""Whiplash Willie"" Gingrich (Walter Matthau) convinces him to pretend that his leg and hand have been partially paralyzed, so they can receive a huge indemnity from the insurance company.[3] Harry reluctantly goes along with the scheme because he is still in love with his ex-wife, Sandy (Judi West), and being injured might bring her back.
The insurance company lawyers at O'Brien, Thompson and Kincaid (Harry Holcombe, Les Tremayne, and Lauren Gilbert) suspect that the paralysis is a fake. All but one of their medical experts say that it is real, convinced by the remnants of a compressed vertebra Hinkle suffered as a child, and Hinkle's responses, helped by the numbing shots of novocaine Gingrich has had a paroled dentist (Ned Glass) give him. The one holdout, German Professor Winterhalter (Sig Ruman), is convinced that Hinkle is a fake.
With no medical evidence to base their case on, O'Brien, Thompson and Kincaid hire Cleveland's best private detective, Chester Purkey (Cliff Osmond), to keep Hinkle under constant surveillance. However, Gingrich sees Purkey entering the apartment building across the street and lets Hinkle know they are being watched and recorded – and after Sandy returns, warns him not to indulge in any hanky-panky with her. Knowing now that he has a way to feed the insurance company lawyers misinformation, through the watching P.I.s, he incorporates the ""Harry Hinkle Foundation"", a non-profit charity to which all the proceeds of any settlement are to go, above and beyond actual medical expenses. When Sandy questions Gingrich about this in private, he tells her that it's just a scam to put pressure on the insurance company to settle, and that there will be enough money in the settlement for everyone to get some.
Hinkle begins to enjoy having Sandy back again, but he also starts to see how Boom-Boom's guilt over the accident is affecting him, especially when he is booed by the fans for his lackluster performance on the field, and then grounded by the team for getting drunk and involved in a bar fight. Hinkle wants Gingrich to help out Boom-Boom by representing him, but, to Hinkle's displeasure, Gingrich says he is too busy negotiating with O'Brien, Thompson & Kincaid. Hinkle also finds out that Sandy is back by his side strictly out of greed, to get enough money to put on a first class singing act and play the Persian Room.
Hinkle shows up with the $200,000 settlement check, and shouts up from the street to Purkey that the game is over. When Gingrich brings the check upstairs, Hinkle is distressed by the avaricious behavior of Sandy. Meanwhile, Purkey has a plan to get Hinkle to break down: he shows up at the apartment to collect his hidden microphones, and while he is there begins to make racist remarks about Boom-Boom and ""our black brothers"" getting out of hand. Hinkle, incensed, jumps up out his wheelchair and decks Purkey, who gets up and yells across the street to his assistant Max (Noam Pitlik) to find out if he got the shot. Told that he's not sure because ""It's a little dark"", Hinkle asks Purkey if he'd like a second take, turns on a light and advises the cameraman how to set his exposure. He then punches Purkey again, and follows up by going on a tear around the apartment, swinging from curtain rods and bouncing on the bed, all to show that he is not actually injured. Sandy is crawling on the floor looking for her lost contact lens, and just before he leaves the apartment, Hinkle roughly pushes her down to the ground with his foot.
Purkey packs up his equipment to leave, but Gingrich tells him to keep rolling, and launches into a speech about his having no idea that his client (Hinkle) was deceiving him, but announcing his intention of suing the insurance company lawyers for invasion of privacy, and reporting Purkey's racist remarks to various organizations. As he proceeds, a crunching sound lets him know that he's just stepped on Sandy's contact lens.
Hinkle drives to the football stadium where he meets Boom-Boom sitting on the bench on the field, ready to leave the team, and perhaps become a wrestler named ""The Dark Angel"". Hinkle manages to snap Boom-Boom out of his funk, and the two run down the fields passing and lateraling a football back and forth between them.",0,0,0,1,0,comedy
"Grosvenor (Alan Mowbray), the Kilbournes' butler, discovers at breakfast that the family silver has been stolen by the latest tramp, Ambrose, whom Emily Kilbourne (Billie Burke) had taken under her wing as the chauffeur, in her latest attempt to reform fallen and destitute men, much to the exasperation of the rest of the family. A distressed Emily swears off taking in any more tramps, to the delight of the rest of the family. However, later in the morning, Wade Rawlins (Brian Aherne) appears at the doorstep. His car had broken down; when he got out, it rolled off a cliff. He wants to use the telephone, but is instead immediately adopted by Emily Kilbourne, despite the rude efforts of Grosvenor and Emily's daughters Geraldine ""Jerry"" (Constance Bennett) and Marion (Bonita Granville). Further attempts to convince Mrs. Kilbourne to get rid of this latest tramp are blissfully ignored.
Rawlins, appointed as the new replacement chauffeur is set up in the servant's quarters. He is overheard talking to himself while cleaning up by Grosvenor and suspected to be crazy. Jerry and Marion see the spruced up tramp looking the perfect gentleman and Jerry likes it when he later brushes off Jerry's arrogant wannabee boyfriend, Herbert Wheeler (Phillip Reed). They now have second thoughts when their father, Henry Kilbourne (Clarence Kolb), who has returned from work tells Emily that he is putting his foot down and orders that they get rid of the new tramp the next day.
A comedy of errors, nighttime interludes with drunken family behavior, the arrogant boyfriend making a move at Jerry, follows with the rescue of the damsel in distress who has also somehow misplaced her keys where some delightful flirting ensues, resulting in Jerry falling in love with Wade. Marion also expresses a crush on Wade. The next day, Emily Kilbourne, despite orders to get rid of Wade, trains him to be a footman at the important dinner party that evening for Senator Harlan (Paul Everton). That evening, through a contrived prank by Marion, Rawlins is accidentally invited to the important dinner party for Senator Harlan, who takes quite a liking to him, as does his daughter Minerva (Ann Dvorak).
The next morning, the family finds Rawlins occupying the guest room. It is impossible to throw him out, as it is discovered that he is now a confidant of Senator Harlan and his daughter's target of affection. Jerry is consumed with jealousy, as she sees Minerva flirting with Rawlins at golf later that morning. After a fudge-making spat with Jerry, Rawlins takes the rest of the day off on an errand. The car he wrecked turns out to be a loan. He goes to pay for it, but the car has been found and the police inform the car's owner that Rawlins is assumed to be dead. The man leaves to identify his car. Thus, when Rawlins arrives, the owner's assistant George (Willie Best) thinks he is a ghost. The Kilbournes believe Rawlins has left for good, much to Jerry's dismay after waiting up to reconcile with him.
The next morning at breakfast, the newspaper reports the death of E. Wade Rawlins, the ""noted novelist"", from a car crash, much to the shock and dismay of the family, the cook and the maid. When Rawlins reappears, very much alive, Jerry is immensely relieved.",1,0,1,1,1,comedy
"Two Americans in Paris (Allen & Rossi) are reluctantly recruited by the Good Guys Institute (GGI) led by J. Frederick Duval (John Williams) to thwart the plans of the evil crime and espionage organisation THEM led by Zoltan Schubach (Theo Marcuse). THEM has plans to steal priceless international art treasures, most notably the Venus de Milo.
In addition to the then popular spy film genre, the film spoofs many other items of the day such as cigarette commercials.",0,0,0,0,0,comedy
"An office team go on a two-day team-building seminar on a wilderness island. The group includes Chris, a meek office worker and Eagle Scout; Phil, a manipulative bully who steals his ideas; Lisa, an HR manager and Chris' love interest; and Jared, a sarcastic slacker. However, when the pilot is found dead and their ex-marine guide is mauled by a tiger, the office workers must fend for themselves.
Phil tries to assume leadership, but the group votes for Chris. Phil immediately wants to sacrifice Javier so they can eat him. He finds some coffee and adds a hallucinogenic herb that induces an orgy among some of the coworkers. They split into two teams. Phil feeds his team more psychedelic herbs and sets himself up as God. Chris` team finds an abandoned building with supplies. The guide shows up and they find out he's really not much use. Chris' team is captured by Phil's group, and Chris beats Phil by pretending to be a better God. A ship rescues the workers, except Phil who is left behind. Chris gets Phil's job, but quits, taking Lisa with him.",1,0,1,1,1,comedy
"Esra, Didem and Zeynep are three close friends who live together, but have very different lives, When Zeynep gets engaged, Esra decides to get away from her job and begin a new life. She gets a job at an advertising company. She becomes interested in the company's Creative Director Mert, while Didem becomes interested in Mert's close friend Cem, who is an actor.",0,0,0,0,0,comedy
"The film starts with a voice-over of Jane Goodale (Ashley Judd) over the images of a scientific experiment with a bull and a herd of cows, apparently the bull never mounts a cow twice, not even if her scent is changed. He prefers a new cow. Jane says that until recently, she believed that men are all like the bull, but to understand what happened we have to go back in time. Jane is a production assistant with a talk show that has recently been syndicated, which means that the host Diane Roberts (Ellen Barkin) who wants to be the best, is always looking for the ungettable guests, like Fidel Castro. Eddie Alden (Hugh Jackman) is the producer of the talk show and is a womanizer, much to the dismay of Jane who comments on his actions with amicable critique.
Eddie is looking for a roommate, but his messages on the bulletin board are sabotaged by disgruntled exes. He wonders whether Jane would like to move in, but she turns him down with a vengeance. Then they meet the new producer of the show, Ray Brown (Greg Kinnear), and Jane is immediately smitten. She tells her friend Liz (Marisa Tomei) and discusses her bad luck with men. Meanwhile, her sister is trying to get pregnant with a fertility program. Ray calls Jane and they spend an evening together and end up kissing. The next morning she calls Liz and is ecstatic. Liz gives her some advice as to how to deal with Ray and his girlfriend Dee (with whom he has trouble). Ray and Jane seem to be very much in love.
The relationship evolves, and they decide to move in together. Jane puts in her notice; Ray goes to tell his girlfriend that it is over, but doesn't tell her about the new woman in his life. Ray starts to get distant while Jane is packing to move over, and over dinner he breaks it off, leaving Jane in tears. The next morning in the office Jane takes her revenge by announcing to move in with Eddie. She learns to deal with the many women in Eddie's life. The two bond over scotch and leftover Asian food. She reads an article about the old cow syndrome and starts researching for her theory of men. Liz works at a magazine for men and needs a columnist and persuades Jane to write a column about her theory, under the pen name Dr. Marie Charles.
The column that deals with the insecurity and dishonesty of men is a big hit. Everybody wants to meet Dr. Charles, so does Diane. At a Christmas party, Ray tells her he misses her and asks her out for New Year's Eve, but he stands her up. When Jane shows up at a party looking for Eddie at midnight, she can't find him and leaves in tears. Eddie tries to go after her but can't find her. Back at the office, Ray tries to apologize, but Diane interrupts wearing a shirt Jane bought for Ray. Jane realizes she is ""Dee,"" and Ray is back with her. A board meeting is going to start and Eddie makes sure Jane isn't crying going in, but Jane is distracted so he covers for her. When Ray shows emotion over a Gérard Depardieu movie, Jane spills her guts over his inability to show empathy for her broken heart. Diane, unaware of Jane's relationship with Ray, gives her advice on how to win her boyfriend back, telling her how she got hers back.
At a bar, Liz follows Dr. Charles's advice and is not going to fall for the same kind of guy anymore. Jane and Eddie get into an argument over the advice of Dr. Charles, back home she tells him she has to believe the theory because otherwise she is afraid that men don't leave women - they leave her. Eddie comforts her by saying Ray is not the last man she'll ever love, and they fall asleep together. The next morning Eddie wakes up happy and comfortable while Jane freaks out. Eddie tells her not to analyze this too. He is happy that he slept the whole night with her without it leading to sex. She tells Eddie he will show his true colours and will hurt her some time soon. Eddie tells her it is not about him, but it is her attitude that is the problem. Jane gets a call and it is her brother-in-law telling her that her sister suffered a miscarriage. At the hospital she sees the true love between them and decides to tell Diane that Dr. Charles is going to be on her show.
The interview is meant to be over the telephone, but Jane changes her mind and goes on the stage. She tells the audience that there is no Dr. Charles (we see Eddie leave at this point) and that the theory is ridiculous because she was hurt and needed to blame men for her pain. By this time Eddie is long gone. Jane goes after Eddie and tells him she found new love. He doesn't answer but kisses her with passion, with the dulcet tones of Van Morrison's ""Someone like You"" playing in the background.",1,0,1,1,1,comedy
"The life of fat housewife Francine Fishpaw (Divine) is crumbling around her in her middle-class suburban Baltimore home. Her husband Elmer (David Samson) is a polyester-clad lout who owns an X-rated theater, causing anti-pornography protesters to picket the Fishpaws' house. She also states that ""all the neighborhood women spit at me"" whenever she is at the shopping mall. Francine's children are Lu-Lu (Mary Garlington), her spoiled promiscuous daughter, and Dexter (Ken King), her delinquent glue-sniffing son who derives illicit pleasure from stomping on women's feet. Also adding to Francine's troubles is her snobby, class-conscious, cocaine-snorting mother La Rue (Joni Ruth White) who robs her blind and only cares about her ""valuable shopping time.""
Francine seeks solace in her best friend Cuddles Kovinsky (Edith Massey), an independently wealthy, simple-minded woman and the world's oldest debutante. Cuddles was once the Fishpaws' housekeeper, but she inherited a large sum of money from a very affluent family that she used to work for, and has befriended Francine. This infuriates La Rue, who admonishes Francine, ""She was a scrub-woman. Give her carfare...a ham at Easter, but for God's sake, don't hang around with her!"" Cuddles tries to cheer Francine with ""seize-the-day"" bromides, to no avail.
Francine discovers that her husband is having an affair with his secretary, Sandra Sullivan (Mink Stole), and later confronts them during a motel tryst and demands a divorce. Francine then falls into alcoholism and depression, exacerbated by her children's behavior: Lu-Lu becomes pregnant by her delinquent boyfriend Bo-Bo Belsinger (Stiv Bators) and she tells her mother, ""I'm having an abortion, and I can't wait!""; and after Dexter is arrested at a supermarket for stomping on a woman's foot, the media reveal that he's the ""Baltimore foot stomper"".
Lu-Lu goes to a family planning clinic for an abortion, but is harassed by anti-abortion picketers. She flees, returns home, and tries to induce a miscarriage, causing Francine to call an unwed mothers' home. Two nuns arrive, cart Lu-Lu out of the house, lock her in the trunk of a car, and take her to a Catholic home for unwed mothers. Meanwhile, on Halloween evening, La Rue is shot by Bo-Bo and his friend, who have come to trash the Fishpaw house. La Rue manages to retrieve the gun and shoots Bo-Bo dead. Lu-Lu comes home from the unwed mothers' home and, upon discovering her dead boyfriend, tries to commit suicide by sticking her head in the oven. Francine comes home, sees her daughter's suicide attempt, and faints. After this, Francine's life begins to change. Dexter is released from jail, completely rehabilitated. Lu-Lu suffers a miscarriage from her suicide attempt and sees the error of her ways, turning from a high-school harlot to an artistic flower child who enthuses, ""Look, Mother, I've discovered macramé!"". Francine finally summons the strength to tell off La Rue. A beacon of light arrives in the form of lounge-suit-wearing, Corvette-driving Todd Tomorrow (Tab Hunter), lifting Francine's spirits. Todd proposes marriage to an elated Francine, who accepts.
However, it is soon revealed that Todd is romantically involved with La Rue and they are conspiring to embezzle Francine's divorce settlement and drive her insane. Meanwhile, Elmer and Sandra break into the house to kill Francine, but are felled by Dexter and Lu-Lu. Dexter steps on Sandra's foot, causing her to accidentally shoot Elmer; Lu-Lu uses her macramé to strangle Sandra. Cuddles and her German chauffeur/fiancé Heintz (Hans Kramm) arrive and run over La Rue and Todd.
The film concludes with a happy ending for Francine, her children, and Cuddles and Heintz.",1,0,1,1,1,comedy
"The people of Harford Road are firmly divided into two camps: neuters, the puritanical residents who despise anything even remotely carnal; and the perverts, a group of sex addicts whose unique fetishes have all been brought to the fore by accidental concussions.
Repressed Sylvia Stickles finds herself firmly entrenched in the former camp. One day, after leaving her promiscuous daughter Caprice (nicknamed Ursula Udders because of gargantuan breasts and a penchant for indecent exposure while dancing at a local dive bar) locked up over the garage, under house arrest ""for her own good"", Sylvia is smacked on the head by a passing car and meets Ray-Ray Perkins, a local mechanic and self-styled ""sex saint"" who opens her mind to a whole new world of sensual pleasure, as he and his followers search for the ultimate sex act.
Eventually, through a series of bizarre head knockings, everyone in the Harford Road area of Baltimore becomes a sex addict, as Ray-Ray shoots semen out of his head, and becomes the messiah of ""Let's Go Sexin'!"".",1,0,1,1,0,comedy
"During World War II, the young undergraduate Stanley Windrush (Ian Carmichael), is conscripted into the British Army. Unlike his friend Egan (Peter Jones), Windrush is a most reluctant soldier and struggles through basic training at Gravestone Barracks (Hackney spent the first year of his National Service at Maidstone Barracks[3]). Failing his officer selection board, he is posted to a holding unit, under the command of Major Hitchcock (Terry-Thomas). Most of the soldiers there are malingerers and drop-outs.
Windrush is finally posted to train as a Japanese interpreter, where he becomes the prize pupil; he's then contacted by his uncle, Brigadier Tracepurcel (Dennis Price), now a senior officer in the War Office, to join a secret operation known only as ""Hatrack"". He is quickly commissioned and the operation is launched, Windrush becoming an unwitting participant in a scheme ostensibly to recover looted artworks from the Germans, but really to steal them and sell them to two crooked art dealers.
Windrush survives the operation, despite being briefly arrested by British forces whilst in German uniform, and is discharged from the army. Tracepurcel and his associate Private Cox (Richard Attenborough) fake their own deaths. Windrush returns to university after the war, and is surprised to receive a visit from Cox, who brings him an attache case. However, Cox is arrested as he leaves, he and Tracepurcel having been tracked as source of a counterfeit copy of one of the artworks. Windrush innocently reveals to the military police the contents of the case—a large sum of money—and is also arrested, assumed to be complicit in the fraud.",0,0,0,1,0,comedy
"The film opens as two white nationalists destroy an apartment complex in which most of the residents are minorities. Veteran police officer, Sgt. Lou Swanson, and his police dog, Reno, investigate the crime and realize the explosives are military in style. Their investigation takes them to the harbor, where they find a ship loaded with weapons. They are discovered and shot. Lou dies, but Reno survives.
Maverick cop Jake Wilder (Chuck Norris), is called by police captain Ken Callahan (Clyde Kusatsu), who requests Jake to take over the case. Jake is angered that he has to work with Reno, despite Reno proving himself capable through a battle training scenario.
Meanwhile, Neo-Nazis are trying to smuggle weapons across the border from Mexico. It is implied that they murdered their Mexican arms dealers. They are stopped by the Border Patrol and try to escape, but their car is destroyed in the process.
Jake and Reno survive an assassination attempt at Jake's home. Afterwards, Jake is visiting his mother, who reveals that Adolf Hitler's birthday will be the following day. Jake realizes this a clue, and takes off running. The police department works with the sheriff's office, as well as the FBI in determining where the Neo-Nazis are going to hit. One officer reveals that on Hitler's birthday (April 20), the Pope, and several other of his esteemed bishops will host the Coalition for Racial Unity.
As the Neo-Nazis hitmen are practicing for their attack, the leaders are revealed not to be just one white supremacist group, but an alliance of several including the Ku Klux Klan, the Aryan Nations, and the Church of the Creator. They plan to use their attack on the Coalition for Racial Unity as an opportunity to unite all the Neo-Nazi groups in the US, as well as the world.
Jake discovers the location of the warehouse where the Neo-Nazis are located. He and Reno go undercover and manage to steal a piece of evidence that could be used to convict the Neo-Nazi leaders. They are discovered and Jake orders Reno to flee with the evidence. Wilder subdues several radicals during the following fight, however he is finally captured, after a dozen attackers confront him at all once, and he's then hit on the head with a blunt object. He wakes up to find that he is tied up and the Neo-Nazi plan is now under way. Reno finds Jake, and eats away his rope bindings, just before a Neo-Nazi has the chance to kill him. Jake is able to call the police chief and tells him that the plan is in motion.
The police, FBI, CTU, and Sheriff's Department arrive as the Coalition for Racial Unity is attacked and in a gun battle many Neo-Nazis are killed. The Pope and his Bishops get in their bulletproof car, but it is rigged to explode. Wilder defuses the bomb, while Reno goes after the Neo-Nazi leader. Wilder chases after him as well, and after a vicious fight, manages to subdue him. Reno is set to attack the Neo-Nazi leader, who confesses to killing Reno's former veteran cop owner. Just before Reno can attack the leader, Lou's grandson, Matthew, arrives to stop him.",0,0,0,1,1,comedy
A man is keeping a secret from his young niece: he is an international jewel thief.,0,0,0,0,1,comedy
"Shankar, Ram and Bhaskar are three brothers from a royal palace who always fight with each other from childhood. None of them allows the others to prosper and creates trouble for each other in whatever they do. Their parents have taken money from a money lender called Dinakaran who has given the money on lease of the place. When the debts increased, the three realized that they cannot repay the money and get back the palace and so they try to steal the papers from Dinakaran's house with the help of his daughters who are the girlfriends of the three kings. But Dinakaran catches them and hands them over to the police.
In the police lockup, they happen to hear from a blind man that there is a treasure hidden somewhere in the Mysore forest which belonged to their family. He says that this was hidden by Tipu Sultan centuries back. He can help them if they promise to give him a portion of it. But that night, his illness becomes worse and he dies on his way to the hospital, but he hands the three a map of the treasure before he leaves the cell.
The three kings leave to Mysore to find the treasure. Each of them takes a different route and tries to be there first and make the treasure their own, but ultimately they have join hands because each of them had only one portion of the map which they split while having a fight in the police lockup. Finally they finds the treasure but it turns out that everything was a forged play and they were part of a reality show which a popular channel organized. They all end up humiliated because cameras were following them every moment and caught all their fights on camera and broadcast it.
But during one of the fights they had inside the cave, it turns out that the three kings misplaced the gold idol kept by the channel and took the real golden idol itself. This makes them all rich and they take back the palace from the money lender. The three kings get married with their girlfriends and they gets three kids. In the final scene, it is shown that their three kids are also fighting with each other the same way their fathers did when they were kids showing us that the legacy continues.",1,0,0,1,1,comedy
"A young man, Juvenal, is apparently able to cure the sick by the laying-on of hands. Mysterious stigmata appear from time to time on his flesh.
The former evangelist Bill Hill, tired of selling mobile homes for a living, persuades his friend Lynn Faulkner to befriend the innocent ex-monk and encourage him to aim for the big-time. But matters become complicated when the young couple falls in love, and even more complicated when fundamentalist August Murray takes exception to their relationship.",0,1,0,0,1,comedy
"Troy Johnson (Josh Janowicz), the supplier of prescription drugs to fellow high school students in the fictional southern California town of Hillside, commits suicide. Troy's best friend Dean Stiffle (Jamie Bell), is prescribed more antidepressants by his psychiatrist father Bill (William Fichtner) after discovering the body. When Dean returns to school, he is antagonized by drug dealers Billy (Justin Chatwin) and Lee (Lou Taylor Pucci), who were supplied by Troy. Their friend, Crystal Falls (Camilla Belle), flirts with Dean, but he soon realizes that her true intentions are for Dean to retrieve the remaining drugs in Troy's home and refuses to cooperate. To force Dean to procure the drugs, Billy and Lee plan to kidnap Dean's brother, Charlie (Rory Culkin), as a ransom, but they end up kidnapping another boy named Charlie Bratley (Thomas Curtis) instead.
The kidnappers hold Charlie Bratley – whose parents are unaware that he is missing – overnight at Crystal's home. Dean eventually agrees to go to Troy's house to find the drugs. Upon delivery, Billy discovers that the bag doesn't contain the prescription drugs and starts a fight with Dean, leading to Dean's arrest. While trying to explain everything to Officer Lou Bratley (John Heard), Charlie's father, Dean reveals that his brother Charlie replaced the drugs with a bag of the vitamins that their mother Allie (Allison Janney) sells. Neither Officer Bratley nor Dean's father believes his story, but he is released, whereupon his father increases his dosage of antidepressants. Meanwhile, Charlie Stiffle crushes the real drugs and puts them into a casserole that his mother made for Troy's memorial.
The next day is Troy's memorial service and the wedding of Mayor Michael Ebbs (Ralph Fiennes) to Charlie Bratley's mother Terri (Rita Wilson). Lou finally realizes that his son actually has been kidnapped and heads out to look for him. Now at Lee's house, Crystal asks Lee to help stop the kidnapping scheme, but he does not comply. Crystal goes to Dean's house for help, where she finds him hallucinating about Troy's death and finally expressing his grief. Meanwhile, a paranoid Lee, encouraged by Billy, tries to kill Charlie Bratley to avoid being caught, but Charlie fights back and slices the knife through Billy's eye. Billy runs out into the street, screaming in pain, and is hit by Lou's police car.
Dean attends Troy's memorial, where all of the visitors are intoxicated by the drugs that are in his mother's casserole. Troy's mother, Carrie (Glenn Close), discloses to Dean that she never knew her son. Dean tells her about Troy and acknowledges that they were best friends, and she thanks him. Billy is later sent to prison. Lee, who successfully changes the narrative of his involvement during the trial, is acquitted. A closing voice over explains that Dean and Crystal ""escape together"", and they are shown kissing.",0,0,0,1,0,comedy
"Rudy, played by Christian Sugiono, is married to superstar celebrity Wulan, played by Titi Kamal, must keep the marriage a secret because of a clause in Wulan's contract stating that she can't get married. He then gets a job in a company (why and what company isn’t really explained) and accidentally lets it slip that he is married. When his boss (Hans Isaac) wants to meet his wife, all the trouble starts. He hires a woman (Natasha Hudson) to play his pretend wife and things slowly get out of hand.",1,0,0,1,0,comedy
"God (George Burns) appears as a kindly old man to Jerry Landers (John Denver), an assistant supermarket manager. After a few failed attempts in trying to set up an ""interview,"" God tells Jerry that he has been selected to be His messenger to the modern world, much like a contemporary Moses. Timidly at first, Landers tells his wife (Teri Garr), children and a religion editor of the Los Angeles Times of his encounters with God and soon becomes a national icon of comedic fodder.
Jerry soon appears on television with Dinah Shore and describes the look God takes when he encounters him. The next day, after Jerry is stranded from a car breakdown, God appears as a taxi driver to take Jerry home, where they are met by a bunch of chanting ""religious nuts."" Before he disappears, God consoles Jerry that he has the ""strength that comes from knowing.""
Skeptical at first, Landers finds his life turned upside down as a group of theologians attempt to discredit him by challenging him to answer a series of written questions in Aramaic while locked in a hotel room alone to prove God is contacting him directly. To Jerry's relief after an agonizing wait, God, working as room service, delivers food to Jerry and answers the questions. After being sued for slander by a charismatic preacher that God directed Jerry to call a ""phony,"" Jerry decides to prove his story in a court of law.
Jerry argues that if God's existence is a reasonable possibility, then He can materialize and sit in the witness chair if He so chooses. At first, God fails to appear and the judge threatens to charge Jerry with contempt for ""what you apparently thought was a clever stunt."" Jerry argues that when everyone waited for a moment to see what would happen when he raised the mere possibility of God making a personal appearance in the courtroom, that proved that He at least deserves the benefit of the doubt, although given that a plaintiff in an American civil lawsuit needs only prove his/her case by a preponderance of the evidence in order to win, the mere establishment of reasonable doubt (including merely establishing that a given doubt is reasonable) is not enough to guarantee a defense verdict.
Suddenly, without opening the doors, God appears and asks to be sworn in, concluding the procedure with ""So help me Me."" ""If it pleases the court, and even if it doesn't please the court, I'm God, your honor.""
God provides some miracles, first in the form of a few rather impressive card tricks for the judge. Then, to help the people believe, he leaves the stand, walks a few steps and, with everyone watching, literally disappears before their eyes. His disembodied voice then issues a parting shot: ""It can work. If you find it hard to believe in Me, maybe it will help to know that I believe in you.""
Sometime later, after hearing the ringing of a public telephone, Jerry meets up with God once again. God states he's going on a trip to spend some time with animals. Jerry expresses worry that they failed, but God compares him to Johnny Appleseed, saying he was given the best seeds and they'll take root. Jerry then says he has lost his job and that everybody thinks he's a nut, but God assures him that there are other supermarkets and that he's in ""good company."" God had said to Jerry earlier: ""lose a job; save a world."" God gets ready to leave and says that he will not be coming back. Jerry then asks what if he needs to talk with him. God says to him ""I'll tell you what, you talk. I'll listen."" He then disappears. Jerry smiles as God departs.",0,0,0,1,1,comedy
